video_id,url,typ,publiceringsdatum,langd_sek,antal_bilder,visningar,likes,kommentarer,delningar,sparade,engagement_rate,rackvidd,caption,caption_langd,antal_hashtags,hashtags,musik,musik_original,is_ad,nedladdad,thumbnail,langd_verifierad,upplosning,bildformat,transkript,hook_text,hook_typ,format,kategori,tema,text_i_bild,grafik_beskrivning,personer_i_bild,medverkande,cta,har_cta,alkohol_i_bild,alkohol_marke,alkohol_omnamns_verbalt,alkohol_kontext,save_rate,share_rate,likes_per_view,budskapston,budskap_teman,har_hook,kategori_reclassad,hogtid,taxonomi_reclassad
7434889654886780193,https://www.tiktok.com/@iqinitiativet/video/7434889654886780193,video,2024-11-08,10,,498300,1707,51,234,82,0.0042,,#NOvember It’s a sign. 👀✨,25,1,NOvember,originalljud,ja,True,ja,thumbnails/7434889654886780193.jpg,10.833333,1080x1920,staende,Välkommen tillbaka till den här videon.,Välkommen tillbaka till den här videon.,pastaende,filmat,humor,Nykter november / alkoholfri period,"[""NO-VEMBER"", ""A time där vi säger nej till dåliga vanor, folk som alkoholhetsar och dagen-efter ångest.""]","Tidsfördröjd (timelapse) vy över en stadsgata i skymning från ovan, med rörelseoskärpa från gående, cyklister och bilar. Vit text med svart kontur centrerad över bilden. Samma bild upprepas i flera nyckelbilder, ingen tydlig klippning syns.","Flera små, avlägsna personer syns gående på gatan och övergångsstället, men inga i fokus eller närbild.",flera_personer,[],nej,nej,[],nej,ingen,0.000165,0.00047,0.003426,budskap,"[""minska_eller_avsta"", ""grupptryck""]",ja,ja,,ja
7434182752058068246,https://www.tiktok.com/@iqinitiativet/video/7434182752058068246,video,2024-11-06,8,,487900,2392,16,100,79,0.0053,,Guilty as charged. 😌👮‍♀️🚨,25,0,,original sound,ja,True,ja,thumbnails/7434182752058068246.jpg,8.095238,1080x1920,staende,I just died on your arms tonight Must have been something you said,I just died on your arms tonight,humor,sketch,humor,Smart förhållningssätt till alkohol (humor/meme),"[""When you're running from the cops and hear"", ""\""the suspect has a smart förhållningssätt till alkohol\""""]","Handhållen video filmad utomhus på en stadsgata, kvinna springer/rör sig bort från kameran och vänder sig sedan om och tittar in i kameran med ett skämtsamt uttryck. Text overlay i vitt med svart kant ligger kvar genom hela klippet. Bakgrundsmusik med sångtext (Killers - Mr. Brightside-liknande) spelas.","En kvinna i fokus, samt några förbipasserande personer och en cyklist i bakgrunden",en_person,[],nej,nej,[],nej,ingen,0.000162,0.000205,0.004903,lattsamt,[],ja,ja,,ja
7433816915811896598,https://www.tiktok.com/@iqinitiativet/video/7433816915811896598,video,2024-11-05,8,,436200,567,31,288,33,0.0021,,Note to self. 🧠🤝,16,0,,originalljud,ja,True,ja,thumbnails/7433816915811896598.jpg,8.766667,1080x1920,staende,Textning.nu,Textning.nu,pastaende,filmat,fakta,Alkohol och minne – att dricka mindre för att minnas mer,"[""DRIC"", ""DRICKA"", ""DRICKA MI"", ""DRICKA MIND"", ""DRICKA MINDRE"", ""DRICKA MINDRE MI"", ""DRICKA MINDRE MINN"", ""DRICKA MINDRE MINNAS"", ""DRICKA MINDRE MINNAS ME"", ""DRICKA MINDRE MINNAS MER"", ""DRICKA MINDRE, MINNAS MER!"", ""DRICKA MINDRE, MINNAS MER!!""]","Stop-motion-animation där ett spiralblock med handskriven text filmas i närbild. Texten byggs upp bokstav för bokstav/ord för ord över flera klipp, samtidigt som blocket 'flyttas' till olika bakgrunder och ytor (skrivbord, bokomslag, trästaket, stenbänk, grön parkbänk, plastpåsar i olika färger, bilmatta, jeansjacka, linneduk med penna, trädäck, konstbok med Delacroix-porträtt). Handstilen är enkel, svart tuschpenna på linjerat papper, ingen logotyp eller IQ-branding syns i bild.","Inga synliga personer, endast ett anteckningsblock i olika miljöer.",ingen,[],nej,nej,[],nej,ingen,7.6e-05,0.00066,0.0013,budskap,"[""minska_eller_avsta"", ""effekter_av_alkohol""]",ja,ja,,ja
7433457430752759062,https://www.tiktok.com/@iqinitiativet/video/7433457430752759062,video,2024-11-04,88,,750200,421,15,38,47,0.0007,,"Rus & Unga: del 4 är här! 💥 Föräldrarelationer kopplat till alkohol kanske kan kännas klurigt, men faktum är att många unga känner sig bekväma att prata med sina föräldrar om alkohol - hur känner du? Hela rapporten finns länkad i vår bio.",238,0,,originalljud,ja,True,ja,thumbnails/7433457430752759062.jpg,88.600000,1080x1920,staende,"Visste du att de flesta unga vill inte bli bjudna på alkohol hemma hos sina föräldrar? Rus och unga del 4 avsläpps och jag är här igen för att dela med mig av några intressanta punkter som jag lär märka till. Den här rapporten handlar nämligen om föräldrar och går mer exakt in på hur den här generationens unga ser på föräldrarrelationer kopplat till alkohol idag. Rapporten visar att unga som har en nära relation till sina föräldrar tenderar att dricka mindre och i mer kontrollerade former. Och faktum är att dagens unga generellt har en närmare relation till sina föräldrar än för bara drygt tio år sedan. Det är också intressant att många unga känner sig bekväma att prata med sina föräldrar om alkohol. Många ser det inte som en stor grej att diskutera sina vanor hemma, även om vissa kan känna en viss oro över att göra sina föräldrar besvikna. Hela nio av tio tonåringar vill att deras föräldrar tar upp ämnet alkohol och åtta av tio har redan haft ett alkoholsnack hemma. Men något annat väldigt intressant är att många unga tycker att det är en dålig idé. Att föräldrar bjuder på alkohol hemma innan man har fyllt 18 år. Många vuxna kanske tänker att man genom att bjuda hemma kan lära sina barn att hantera alkohol på ett ansvarsfullt sätt. Men forskning visar att det snarare är tvärtom. Till och med unga själva tror att de som får smaka på alkohol hemma i tonåren får en mer avslappnad attityd till alkohol. Och samtidigt tycker en majoritet av de unga att det är en dålig idé att bjuda hemma. Det här säger väldigt mycket om en ny generation unga som både dricker mindre än tidigare generationer, tar avstånd till alkohol i vardagen, och ifrågasätter alkoholens självklara plats i sociala sammanhang.",Visste du att de flesta unga vill inte bli bjudna på alkohol hemma hos sina föräldrar?,fraga,talking head,fakta,Föräldrarelationer och alkohol bland unga,"[""Rus & unga 04"", ""Föräldrar – förebilder eller dåliga exempel?"", ""FÖRORD"", ""Föräldrar - alkoholförebilder eller avskräckande exempel?"", ""De som står nära sina föräldrar dricker generellt sett inte alkohol lika ofta som de som står längre ifrån sina föräldrar. Vanligare att de som dricker en eller flera gånger i veckan står längre ifrån sina föräldrar."", ""Om du tänker på det senaste halvåret – ungefär hur ofta har du druckit alkohol?"", ""15–30 år"", ""Fler unga i dag upplever att de står väldigt nära sina föräldrar."", ""Hur nära skulle du säga att du står dina föräldrar?"", ""Väldigt långt ifrån"", ""Ganska långt ifrån"", ""Varken nära eller långt ifrån"", ""2011"", ""2023"", ""45% har inte undvikit att prata med sina föräldrar om sina alkoholvanor"", ""9 av 10 tonåringar vill att föräldrar pratar om alkohol med sina barn, och åtta av tio har haft ett alkoholsnack med sina föräldrar."", ""Tycker du att det är bra att föräldrar pratar med sina barn om alkohol?"", ""Har dina föräldrar/vårdnadshavare pratat med dig om alkohol det senaste året?"", ""Ja, väldigt bra"", ""Ja, ganska bra"", ""Nej, inte så bra"", ""Nej, väldigt dåligt"", ""Vet ej, vill ej svara"", ""Ja, fler gånger"", ""Ja, någon gång"", ""Nej, aldrig"", ""14–17 år"", ""Unga tror att de som får smaka på alkohol hemma i tonåren får en mer avslappnad attityd till alkohol. Samtidigt tycker många unga spontant att det är en dålig idé att föräldrar bjuder på alkohol hemma innan man fyllt 18 år."", ""Unga under 18 år som får smaka på alkohol hemma får en mer avslappnad attityd till alkohol"", ""Jag tycker det är bra att föräldrar bjuder unga under 18 år på alkohol hemma"", ""Instämmer helt"", ""Instämmer"", ""Tar inte ställning från"", ""Osäker/vet ej"", ""15–30 år"", ""14% av de unga dricker inte för att de inte får för sina föräldrar"", ""30%"", ""37%"", ""IQ – RUS & UNGA 04""]","Talking head-video där en kvinna pratar rakt in i kameran, med rapportsidor och statistikgrafik (stapeldiagram, cirkeldiagram) från IQ:s rapport 'Rus & Unga 04' som bakgrund/inklippt ovanför och bakom henne. Grafiken är i IQ:s färgschema (rosa, lila, orange, marinblå) med IQ-loggan synlig i hörn. Bakgrundsbilder växlar mellan diskbänk med disk, rapportsidor med text och diagram, samt korta klipp av personer som skålar med glas och häller upp dryck.","En kvinna i 20-30-årsåldern som pratar till kameran, samt i bakgrundsklipp skymtar andra personers händer/armar som håller glas och häller dryck.",en_person,"[""Hela rapporten finns länkad i vår bio.""]",ja,ja,[],ja,neutralt,6.3e-05,5.1e-05,0.000561,budskap,"[""fakta_upplysning"", ""grupptryck"", ""minska_eller_avsta""]",ja,ja,,ja
7432318764382833953,https://www.tiktok.com/@iqinitiativet/video/7432318764382833953,video,2024-11-01,9,,835500,14600,50,4428,681,0.0236,,Håll koll på varandra i helgen. 👻 Happy Halloween! 🎃,52,0,,originalljud,ja,True,ja,thumbnails/7432318764382833953.jpg,9.300000,1080x1920,staende,,,chock,filmat,humor,Halloween och att hålla koll på varandra på fest,"[""Det mest skickade smset 01:40 en lördag:"", ""\""Var är fu\""""]","Nattklubbs-/festmiljö i rött och blått neonljus med rökeffekt. En animerad, utklippt figur i Scream-mask och svart mantel är inklistrad i bilden och rör sig genom lokalen bland silhuetter av festbesökare. Text i vit fetstil med svart kontur ligger över bilden och presenterar ett skämtsamt sms-citat.",Flera silhuetter av festbesökare i bakgrunden samt en person i Halloween-utklädnad (Scream-mask) i förgrunden.,flera_personer,"[""Håll koll på varandra i helgen.""]",ja,nej,[],nej,ingen,0.000815,0.0053,0.017475,blandat,"[""stotta_narstaende"", ""fakta_upplysning""]",ja,ja,Halloween,ja
7432035011206941974,https://www.tiktok.com/@iqinitiativet/video/7432035011206941974,video,2024-10-31,78,,243700,289,3,24,20,0.0014,,Halloween-sminkning och alkoholsnack med @serafina 🎃 Hur gör ni för att hitta balansen? ,88,0,,originalljud,ja,True,ja,thumbnails/7432035011206941974.jpg,78.600000,1080x1920,staende,"Ja, det är väl klart att ni inte ska dricka om ni inte känner för att dricka. Men för mig så var det verkligen inte det. Nu ska jag göra min halloween spänkning. Jag ska vara en clown. Jag gjorde en tiktok om att jag hade bestämt mig för att bli nykter. Jag sa i den videon att jag visste att jag kommer dricka någon dag igen. Och nu har jag druckit. Först och främst vill jag säga att jag tror mycket på att hitta balans. Sen är jag nog en sån person som tycker att det är lättare att göra saker zero eller 100. Jag har lärt mig att man kan dricka goda saker. Att man inte bara måste dricka för att bli lite full. Och jag har lärt mig att man kan gå ut utan att dricka alls. Innan jag var nykter så kände jag nog att jag behövde dricka. Och det låter ju så himla självklart. Ja, det är väl klart att ni inte ska dricka om ni inte känner för att dricka. Men för mig så var det verkligen inte det. Ibland så tycker jag att det är väldigt kul att dricka. Och att det också liksom är fine. Så länge som liksom valet är mitt egna. Och inte det som jag borde göra. Jag börjar närma mig att hitta den här balansen. Det är lite så clown som har hånglat. Här är min clown på villobägar sminkning.","Ja, det är väl klart att ni inte ska dricka om ni inte känner för att dricka.",pastaende,talking head,POV,Alkohol och balans i vardagen,"[""Idag ska jag göra min halloween-sminkning"", ""jag ska vara en clown"", ""hade bestämt mig för att bli nykter."", ""Sen är jag nog en sån person"", ""som tycker att det är lättare att göra saker"", ""att man inte bara måste dricka för att bli lite full."", ""Innan jag var nykter så kände jag nog att"", ""Och det låter ju så himla självklart"", ""Men för mig så var det verkligen inte det."", ""Ibland så tycker jag att det är väldigt kul att dricka"", ""och inte det som jag borde göra.""]","Selfie-stil inspelning i badrum, kvinna pratar rakt in i kameran samtidigt som hon sminkar sig till en Halloween-clown-look. Undertexter i vitt med svart kontur syns genomgående, samt en clown-emoji som overlay vid ett tillfälle. Enkel klippning mellan pratsegment och sminkmoment, ingen extra grafik eller effekter.",En kvinna som pratar till kameran och sminkar sig.,en_person,"[""Hur gör ni för att hitta balansen?""]",ja,nej,[],nej,ingen,8.2e-05,9.8e-05,0.001186,blandat,"[""du_behover_inte_dricka"", ""personlig_berattelse""]",ja,ja,Halloween,ja
7431675447269805344,https://www.tiktok.com/@iqinitiativet/video/7431675447269805344,video,2024-10-30,16,,365000,181,3,11,17,0.0006,,Sober October lider mot sitt slut. Här är våra reflektioner efter en alkoholfri månad. Har du testat att ta en paus från alkohol? ✨,131,0,,originalljud - IQ,ja,True,ja,thumbnails/7431675447269805344.jpg,16.733333,1080x1920,staende,"Det här är vad jag har lärt mig från Sober Oktober. Insett hur ofta alkoholen är central i mitt umgänge. Inga problem att gå ut nykter, men vill dock ha en dränklig handel. Matis fått bättre rutiner. Sover bättre, tränar mer. Har du testat att ta en paus från alkohol?",Det här är vad jag har lärt mig från Sober Oktober. Insett hur ofta alkoholen är central i mitt umgänge.,pastaende,talking head,POV,Alkoholfri månad (Sober October) och reflektioner,"[""Har du testat att ta en paus från alkohol?""]","Närbilder på händer som lagar/blandar till en drink utan alkohol i ett glas, samt kryddor/socker som strös på en tallrik i cirkelmönster. Avslutas med en mörkblå textskärm med vit serif-text.","En persons händer syns i bild, inget ansikte visas",en_person,"[""Har du testat att ta en paus från alkohol?""]",ja,nej,[],ja,forebyggande,4.7e-05,3e-05,0.000496,budskap,"[""minska_eller_avsta"", ""personlig_berattelse"", ""effekter_av_alkohol""]",ja,ja,,ja
7430856682982411553,https://www.tiktok.com/@iqinitiativet/video/7430856682982411553,video,2024-10-28,114,,209300,157,2,15,15,0.0009,,Introvert vs Extrovert - Del 2! 🪩 @isakuddstromoch @kajsaheikkiavslöjar sina bästa (och sämsta) sätt att hantera vardagens sociala fest-dilemman.,145,0,,originalljud - IQ,ja,True,ja,thumbnails/7430856682982411553.jpg,114.489489,1080x1920,staende,"Nej men alltså, nej nej nej nej nej, jag är så här. Det är morgonen efter en fest och du känner dig sliten. Hur återhämtar du dig? Tar du det lugnt eller är du redan sällskapssjuk? Nej alltså jag tar det verkligen lugnt. Jag ligger nog gärna i sängen och tittar Netflix en hel dag och bara är för mig själv och samlar mig efter kvällen innan. Nej men alltså, nej nej nej nej nej, jag är så här. Alltså känslan dagen efter man har luckrat är ju, alltså vet du väl, ganska ofta. Och den vill man ju helst fly från och är man då själv, då blir det ju så mycket värre. Åh, nej. Det hade varit omgivande av folk från sekunder jag knyter upp. Att alla bara står i ett rum och väntar. Nej men det hade varit så trevligt. Så man slipper vara i alla tankar liksom. Ja men jag kan ju förstå det, men hade du valt att vara själv? Ja, inte jag. Du kommer till en fest där du inte känner någon. Vad gör du? Oj. Alltså här tror jag att jag redan i förväg hade druckit mer än vad jag gör i vanliga fall. För att typ lugna nerver lite. Ja, inte så himla bra va? Och sen försöka typ, ja men alltså hitta någon och klamra sig fast vid. Nu vart jag lite introvert här. Alltså det är en jättejobbig situation. Dels så vet jag inte om jag hade gått till en fest där jag inte känner någon. Ja alltså det är ju typ som du säger att man ändå, att man hittar någon som såhär, okej nu där kanske man kan ta hjälp av. Verkligen. Det är stent på kvällen. Alla runt dig beställer in en runda till, men du har fått nog. Hur tackar du nej? Nej men jag tänker att man bara säger nej. Alltså så enkelt borde ju verkligen vara. Alltid. Men man fattar ju att det inte är det kanske. Men jag tänker att umgås man med folk som inte tycker att det är okej, kanske man ska sluta umgås med dem. Det är alltid mycket enklare om man har någon med sig. Man väljer ut den närmsta i gruppen och säger till den att jag orkar inte dricka mer. Då kanske den kan backa liksom. Om folk pressar den och den kan inte upp för den andra personen. Det är alltid skönt att ha någon i ryggen liksom. Tackar.","Nej men alltså, nej nej nej nej nej, jag är så här.",humor,talking head,frågor på stan,Hantera socialt tryck och alkohol på fest (introvert vs extrovert),"[""Nej, nej, nej Kajsa."", ""Hur återhämtar du dig?"", ""Nä asså jag tar det verkligen lugnt."", ""Jag ligger nog gärna i sängen"", ""och tittar Netflix en hel dag"", ""Och samlar mig efter kvällen innan."", ""Nej, nej, nej Kajsa."", ""är ju alltså vedervärdig"", ""Och den vill man ju helst fly ifrån""]","Hemmastudiokänsla, varmt ljus, klipp mellan två personer (kvinna och man) som sitter i ett vardagsrum/sovrum med hyllor och glas i bakgrunden. Vita undertexter i mitten av bilden matchar talet. Snabba klipp mellan de två för att skapa dialogkänsla trots att de troligen filmats separat.","En ung kvinna med glasögon och lockigt hår, samt en ung man med kort blont hår, båda i mörka kläder, sitter i ett hemmiljö.",flera_personer,[],nej,nej,[],nej,ingen,7.2e-05,7.2e-05,0.00075,blandat,"[""grupptryck"", ""personlig_berattelse"", ""du_behover_inte_dricka""]",ja,ja,,ja
7430085408479874337,https://www.tiktok.com/@iqinitiativet/video/7430085408479874337,video,2024-10-26,15,,264100,213,4,61,30,0.0012,,Vem behöver en friendly reminder inför ikväll? 🙃,48,0,,originalljud,ja,True,ja,thumbnails/7430085408479874337.jpg,15.500000,1080x2340,staende,Textning Stina Hedin www.btistudios.com,Textning Stina Hedin www.btistudios.com,chock,skärmavbildning,humor,Fylletexter till ex efter fest,"[""Ex"", ""iMessage idag 02:28"", ""Är du ute?"", ""Vill du ses"", ""Hallåå"", ""??"", ""Tror att vi behöver snacka"", ""Jag saknar dig"", ""Levererat"", ""Läst kl. 08:32"", ""iMessage"", ""Det"", ""Men"", ""Jag"", ""123"", ""retur""]","Skärminspelning av en iMessage-konversation på iPhone med kontakten sparad som 'Ex' (dödskalle-emoji som profilbild). Meddelanden skickas i snabb följd sent på natten, klippet zoomar/tonar mellan bilder och avslutar med att visa att meddelandena blivit lästa på morgonen.","Inga synliga personer, endast en telefonskärm/chattgränssnitt.",ingen,[],nej,nej,[],nej,ingen,0.000114,0.000231,0.000807,blandat,"[""effekter_av_alkohol"", ""personlig_berattelse""]",ja,ja,,ja
7430062672223276321,https://www.tiktok.com/@iqinitiativet/video/7430062672223276321,video,2024-10-26,9,,251300,108,3,9,15,0.0005,,Spooky season är här 👻 och vi dricker varannan virgin spider web martini för att orka hela natten.,98,0,,"Spooky, Scary Skeletons (House VIP Remix)",nej,True,ja,thumbnails/7430062672223276321.jpg,9.266667,1080x1920,staende,"Ha ha ha, happy halloween Spooky scary skeletons And shivers down your spine Shrieking skulls will shock your soul","Ha ha ha, happy halloween",ovrigt,filmat,fakta,Alkoholfri cocktail till Halloween,"[""Soberween cocktail""]","Nedbrytande receptvideo som visar tillagning av en alkoholfri Halloween-cocktail steg för steg: en keramikskål värms i mikrovågsugn, sockervadd/marshmallow-liknande massa läggs i en cocktailglas (coupe-glas), massan dras ut som spindelnät över glaskanten, en mörk vätska hälls i glaset med en isbit, och till sist visas den färdiga drinken hållen i handen mot en beige bakgrund. Avslutas med en textskärm på marinblå bakgrund med gul text 'Soberween cocktail' och en bild av den färdiga drinken samt en liten spindel-illustration. Filmad i närbild, naturligt ljus, stillsam och estetisk stil typisk för cocktail-innehåll på sociala medier.","En hand syns hälla och hantera ingredienser samt hålla upp glaset, inget ansikte visas.",en_person,[],nej,nej,[],nej,forebyggande,6e-05,3.6e-05,0.00043,blandat,"[""minska_eller_avsta"", ""fakta_upplysning""]",nej,ja,Halloween,ja
7429666100738051361,https://www.tiktok.com/@iqinitiativet/video/7429666100738051361,video,2024-10-25,4,,658000,788,10,40,37,0.0013,,"Sober curious-trenden är här för att stanna.🫡 Fler väljer att reflektera över hur, när och varför man dricker - ett bra steg mot ett smartare förhållningssätt till alkohol. Trevlig helg, stay curious! (ps. inga blommor skadades vid inspelningen av denna video)",260,0,,originalljud,ja,True,ja,thumbnails/7429666100738051361.jpg,4.520000,1080x1920,staende,Välkommen tillbaka!,Välkommen tillbaka!,pastaende,talking head,POV,sober curious / alkoholfri livsstil,"[""It was never just a trend for me""]","Filmisk närbild på en man i kostym som håller ett glas med en mörk dryck och sedan häller innehållet i en vas med blommor på ett träbord. Enkel vit textoverlay med citat, dämpad inomhusbelysning, ingen ytterligare grafik.","En man i kostym, endast delar av kropp och händer syns (ej ansikte).",en_person,[],nej,ja,[],nej,forebyggande,5.6e-05,6.1e-05,0.001198,blandat,"[""minska_eller_avsta"", ""personlig_berattelse"", ""fakta_upplysning""]",ja,ja,,ja
7428597144216489249,https://www.tiktok.com/@iqinitiativet/video/7428597144216489249,video,2024-10-22,70,,529500,203,0,18,16,0.0004,,Jina och Tamara är hemma igen och förklarar hur man enklast tackar nej till shots! Finns det andra knep undrar vi - kommentera!🫗,128,0,,original sound - IQ,ja,True,ja,thumbnails/7428597144216489249.jpg,70.120000,1080x1920,staende,"Det är bästa sättet att söka nej till en shot. Nu är vi tillbaka hemma och drack så många glas som vi sa att vi skulle dricka ungefär. Och vi sa ju faktiskt nej till sista shoten. Ja, och det var ju jättekul. Det är ju inte så bra att säga nej till shots. Eller? Jag brukar alltid köra en Irish exit. Jag vet fortfarande inte om det är nice. Jag tycker inte att det är så nice. Jag vet inte om mina vänner har gått hem, var är de? Ja, det enda problemet är att det är lite grupptryck när man dricker. Och ibland när man går hem så kan man falla på det. Då är det bara skönt att bara lämna utan att behöva stå och förklara sig varför man inte vill ha. Ibland är det så att alla är skitpackade. Och folk bara kommer med massa shots och bara nej du får inte gå hem. Som kastarna. Kastarna från bakom. Det är bästa sättet att söka nej till en shot. Okej, nu känner jag mig fräschare. Nu var vi borta. Nu ska vi röjna. Nu ska vi ta ett drickglas vatten. Och så ska vi gå och lägga oss och skål. Och ha en bra dag imorgon. Tack så jättemycket för att ni kollade. Bye!",Det är bästa sättet att söka nej till en shot.,pastaende,talking head,fakta,Att säga nej till shots och grupptryck kring alkohol,"[""IQ"", ""GRWIQ, Jina & Tamara"", ""Nu är vi tillbaka hemma och drack"", ""så många glas som vi sa att vi skulle dricka ungefär."", ""Ja och det var ju helt sjukt,"", ""för vi är inte så bra på att säga nej till shots."", ""Nä, eller?"", ""Jag vet typ inte om det är nice?""]","Vertikal video filmad i ett badrum med vita kakelplattor. Rosa/grön IQ-logotyp syns som en liten badge i övre vänstra hörnet samt större i mitten av bilden i några klipp. Vita, animerade undertexter (auto-captions) följer talet i realtid. En cocktailglas-emoji dyker upp som sticker vid ett tillfälle. Klippningen växlar snabbt mellan närbilder på de två kvinnorna som pratar, skrattar och håller upp olika hårvårds- och skönhetsprodukter (hårband, deo, ansiktsroller) medan de gör sig i ordning.","Två unga kvinnor (Jina och Tamara) syns genomgående i bilden, de pratar till kameran och till varandra i ett badrum.",flera_personer,"[""Kommentera och dela era egna knep för att tacka nej till shots""]",ja,nej,[],ja,ingen,3e-05,3.4e-05,0.000383,blandat,"[""minska_eller_avsta"", ""grupptryck"", ""personlig_berattelse""]",ja,ja,,ja
7428197391448182048,https://www.tiktok.com/@iqinitiativet/video/7428197391448182048,video,2024-10-21,74,,465800,318,2,39,28,0.0008,,Alkoholhets - Hur vanligt är det på insparken och i studentmiljön generellt? Det frågade vi studenterna på Uppsala Universitet.☝,128,0,,originalljud,ja,True,ja,thumbnails/7428197391448182048.jpg,74.666667,1080x1920,staende,"Surpuppa. Alltså verkligen, hur tråkig du är. Trist man. Ser ni vart vi är någonstans? Vi ska checka tempen på studenterna. Häng med! Upplever du en alkoholhets inom studentlivet? Alltså lite är det ju. Jag tror att det mer är individbaserat. Men jag skulle inte säga att det är liksom hetsigt generellt sett. Nej, alltså helt ärligt, nej. På vår inspark är det faktiskt väldigt ohetsigt. Det är nästan lite tvärtom. Att det är lite såhär att man blir såhär, okej men ska du ta med dig och dricka? Vad ska du ta med dig och dricka? För man vill ju inte vara den som tar med sig en vinflaska om någon annan tar med sig en cider. Ja. Nej, inte så mycket. Det finns rätt mycket regler kring att man inte får göra det. Jag har ändå varit med om att folk är såhär, Varför ska du vara nykter eller varför ska inte du dricka idag? Surpuppa. Alltså verkligen, hur tråkig du är. Har du några tips på hur man kan hantera alkoholhets? Alltså det är ju typ att lyssna på sig själv. Vad man känner för och om man inte vill så ska man inte köra. Och så kanske att komma ihåg att alkohol egentligen inte heller är norm. Grundläget ska ju vara att man inte behöver dricka. Alltså herregud, man måste ju kunna säga att man inte vill dricka alkohol en kväll. Och det är ju ingen som kan tvinga en att göra det. Så att man kan ju också bara vara ärlig och så får väl folk välja att ta det som de vill.","Surpuppa. Alltså verkligen, hur tråkig du är.",humor,talking head,frågor på stan,alkoholhets i studentlivet,"[""Asså verkligen, vad tråkig du är!"", ""Trist-Maja!"", ""Upplever du en alkoholhets inom studentlivet?"", ""men jag skulle inte säga att det är hetsigt generellt sett."", ""Nej asså helt ärligt,"", ""Att det är lite såhär att man blir lite"", ""om någon annan tar med sig en cider.""]","Gatuintervju filmad utomhus på Uppsala Universitet med en reporter som håller en orange/lila IQ-mikrofonflagga. Klippen växlar mellan flera olika studentpar som svarar på frågor. En kort mellanskärm med turkos bakgrund och svart text visar huvudfrågan. Vit, enkel undertextning löper i bild i takt med talet. Inledningen är en kort skämtsam återspelning ('Surpuppa', 'Trist-Maja') innan reportern presenterar ämnet.","Flera olika studentpar (kvinnor och män) intervjuas utomhus, samt en kvinnlig reporter som håller mikrofonen.",flera_personer,[],nej,nej,[],ja,forebyggande,6e-05,8.4e-05,0.000683,budskap,"[""grupptryck"", ""du_behover_inte_dricka"", ""fakta_upplysning""]",ja,ja,,ja
7426726932521225504,https://www.tiktok.com/@iqinitiativet/video/7426726932521225504,video,2024-10-17,5,,182200,507,5,46,19,0.0032,,Friendly reminder lagom till helgen 🤝,37,0,,AnySoundEffects Crowd Talking,ja,True,ja,thumbnails/7426726932521225504.jpg,5.760000,1080x1920,staende,Välkommen tillbaka!,Välkommen tillbaka!,pastaende,filmat,humor,Lull som nytt sätt att vara full/berusad,"[""LULL ÄR DET NYA FULL""]","En handskriven skylt med svart text på vitt papper i en metallram, placerad utanför en butik/entré på en gata. Statisk kameravinkel som gradvis zoomar in på skylten över de olika bilderna. En person går förbi i bakgrunden i en av bilderna.","En person syns delvis (ben och fötter) gå förbi i bakgrunden på en av bilderna, annars inga personer i fokus.",en_person,[],nej,nej,[],nej,forebyggande,0.000104,0.000252,0.002783,budskap,"[""minska_eller_avsta""]",ja,ja,,ja
7426015357816605985,https://www.tiktok.com/@iqinitiativet/video/7426015357816605985,video,2024-10-15,7,,699300,6257,48,238,184,0.0096,,Green flag med varannan vatten ✅,32,0,,originalljud,ja,True,ja,thumbnails/7426015357816605985.jpg,7.866667,720x1280,staende,Vem är det som kallar på dig? Arun Vem är det då? Jag vet inte,Vem är det som kallar på dig? Arun,pastaende,filmat,humor,Varannan vatten som positivt beteende,"[""Asså han har kört varannan vatten hela kvällen, hur najs""]","Snapchat-liknande skärminspelning från en middag/restaurang, textremsa i mitten av bilden med svart halvtransparent bakgrund. Ljus från stearinljus och lampor i bakgrunden, bordsmiljö med glas och kryddställ.","Två unga män vid ett restaurangbord, en i fokus i förgrunden",flera_personer,[],nej,ja,[],nej,maltid,0.000263,0.00034,0.008948,blandat,"[""minska_eller_avsta"", ""personlig_berattelse""]",ja,ja,,ja
7425720201724972321,https://www.tiktok.com/@iqinitiativet/video/7425720201724972321,video,2024-10-14,6,,132900,329,0,26,23,0.0028,,Det blir nej på den 💅,21,0,,оригинальный звук,ja,True,ja,thumbnails/7425720201724972321.jpg,6.766667,720x1280,staende,Textning.nu,Textning.nu,fraga,talking head,övrigt,Attityd till alkohol,"[""Kommer vi någonsin sluta snacka om att dricka smartare? 🧠""]","En arm/hand med rosa långa lösnaglar syns mot en beige/greige bakgrund. Handen rör sig mellan olika positioner (öppen hand, pekfinger upp). Vit text med emoji ligger i nedre delen av bilden mot brun bakgrund.","En arm och hand syns, ingen person i helbild eller ansikte synligt",en_person,[],nej,nej,[],nej,ingen,0.000173,0.000196,0.002476,budskap,"[""minska_eller_avsta"", ""du_behover_inte_dricka""]",ja,ja,,ja
